account_id,account_type,customer_id
ACC_00438,Savings,CUST_1082
ACC_00439,Salary,CUST_0415
ACC_00440,Current,CUST_1717
ACC_00441,Savings,CUST_0451
ACC_00442,Current,CUST_0720
ACC_00443,Savings,CUST_1240
ACC_00444,Savings,CUST_0363
ACC_00445,Current,CUST_0435
ACC_00446,Current,CUST_1032
ACC_00447,Savings,CUST_0258
ACC_00448,Current,CUST_1129
ACC_00449,Current,CUST_0321
ACC_00450,Savings,CUST_0706
ACC_00451,Savings,CUST_1388
ACC_00452,Business,CUST_0969
ACC_00453,Savings,CUST_1713
ACC_00454,Savings,CUST_1787
ACC_00455,Current,CUST_1459
ACC_00456,Current,CUST_0346
ACC_00457,Savings,CUST_0544
ACC_00458,Salary,CUST_1876
ACC_00459,Savings,CUST_0117
ACC_00460,Savings,CUST_0865
ACC_00461,Current,CUST_1690
ACC_00462,Savings,CUST_0225
ACC_00463,Current,CUST_1542
ACC_00464,Current,CUST_1436
ACC_00465,Current,CUST_1405
ACC_00466,Current,CUST_0603
ACC_00467,Savings,CUST_1830
ACC_00468,Current,CUST_0708
ACC_00469,Current,CUST_1010
ACC_00470,Salary,CUST_1345
ACC_00471,Current,CUST_1109
ACC_00472,Salary,CUST_1373
ACC_00473,Savings,CUST_1986
ACC_00474,Savings,CUST_0850
ACC_00475,Salary,CUST_0110
ACC_00476,Current,CUST_1060
ACC_00477,Savings,CUST_0657
ACC_00478,Current,CUST_0182
ACC_00479,Current,CUST_0236
ACC_00480,Savings,CUST_0641
ACC_00481,Savings,CUST_1412
ACC_00482,Savings,CUST_1164
ACC_00483,Salary,CUST_1658
ACC_00484,Salary,CUST_1718
ACC_00485,Savings,CUST_0915
ACC_00486,Savings,CUST_0777
ACC_00487,Salary,CUST_0606
ACC_00488,Savings,CUST_0014
ACC_00489,Savings,CUST_1134
ACC_00490,Savings,CUST_0446
ACC_00491,Current,CUST_0027
ACC_00492,Business,CUST_0155
ACC_00493,Savings,CUST_1407
ACC_00494,Savings,CUST_0255
ACC_00495,Salary,CUST_0371
ACC_00496,Current,CUST_1157
ACC_00497,Savings,CUST_1794
ACC_00498,Current,CUST_1358
ACC_00499,Current,CUST_0206
ACC_00500,Savings,CUST_0899
ACC_00501,Savings,CUST_0212
ACC_00502,Current,CUST_1815
ACC_00503,Savings,CUST_0359
ACC_00504,Current,CUST_1176
ACC_00505,Current,CUST_0992
ACC_00506,Savings,CUST_1475
ACC_00507,Salary,CUST_0237
ACC_00508,Savings,CUST_0645
ACC_00509,Current,CUST_0816
ACC_00510,Current,CUST_0211
ACC_00511,Savings,CUST_0499
ACC_00512,Savings,CUST_0055
ACC_00513,Savings,CUST_1748
ACC_00514,Savings,CUST_0658
ACC_00515,Salary,CUST_0221
ACC_00516,Current,CUST_1459
ACC_00517,Savings,CUST_0110
ACC_00518,Savings,CUST_1975
ACC_00519,Salary,CUST_0111
ACC_00520,Savings,CUST_0714
ACC_00521,Savings,CUST_0995
ACC_00522,Salary,CUST_0398
ACC_00523,Savings,CUST_1945
ACC_00524,Current,CUST_0485
ACC_00525,Business,CUST_1727
ACC_00526,Current,CUST_0440
ACC_00527,Salary,CUST_0863
ACC_00528,Salary,CUST_0998
ACC_00529,Current,CUST_1139
ACC_00530,Salary,CUST_0525
ACC_00531,Current,CUST_0488
ACC_00532,Savings,CUST_0294
ACC_00533,Business,CUST_1811
ACC_00534,Savings,CUST_0269
ACC_00535,Current,CUST_0645
ACC_00536,Savings,CUST_0769
ACC_00537,Savings,CUST_1102
ACC_00538,Current,CUST_1528
ACC_00539,Savings,CUST_0582
ACC_00540,Salary,CUST_1702
ACC_00541,Current,CUST_0344
ACC_00542,Current,CUST_0587
ACC_00543,Savings,CUST_1512
ACC_00544,Savings,CUST_1596
ACC_00545,Savings,CUST_1894
ACC_00546,Savings,CUST_0319
ACC_00547,Savings,CUST_1941
ACC_00548,Current,CUST_0184
ACC_00549,Business,CUST_1158
ACC_00550,Current,CUST_0331
ACC_00551,Current,CUST_0611
ACC_00552,Current,CUST_1819
ACC_00553,Savings,CUST_1216
ACC_00554,Savings,CUST_1087
ACC_00555,Savings,CUST_0563
ACC_00556,Salary,CUST_0369
ACC_00557,Savings,CUST_1515
ACC_00558,Savings,CUST_0964
ACC_00559,Savings,CUST_0424
ACC_00560,Salary,CUST_1081
ACC_00561,Savings,CUST_1713
ACC_00562,Savings,CUST_1902
ACC_00563,Current,CUST_0625
ACC_00564,Savings,CUST_1797
ACC_00565,Salary,CUST_0402
ACC_00566,Current,CUST_1721
ACC_00567,Salary,CUST_0484
ACC_00568,Savings,CUST_0296
ACC_00569,Savings,CUST_1955
ACC_00570,Savings,CUST_0762
ACC_00571,Savings,CUST_0160
ACC_00572,Salary,CUST_0503
ACC_00573,Current,CUST_1987
ACC_00574,Savings,CUST_1507
ACC_00575,Savings,CUST_1844
ACC_00576,Salary,CUST_1637
ACC_00577,Current,CUST_0527
ACC_00578,Savings,CUST_1645
ACC_00579,Savings,CUST_1898
ACC_00580,Savings,CUST_0588
ACC_00581,Current,CUST_0624
ACC_00582,Savings,CUST_0841
ACC_00583,Current,CUST_0955
ACC_00584,Current,CUST_0265
ACC_00585,Savings,CUST_1909
ACC_00586,Savings,CUST_0593
ACC_00587,Current,CUST_0997
ACC_00588,Savings,CUST_0196
ACC_00589,Savings,CUST_1019
ACC_00590,Savings,CUST_1606
ACC_00591,Salary,CUST_0093
ACC_00592,Savings,CUST_0450
ACC_00593,Savings,CUST_1387
ACC_00594,Savings,CUST_0088
ACC_00595,Savings,CUST_0711
ACC_00596,Savings,CUST_1529
ACC_00597,Current,CUST_0757
ACC_00598,Salary,CUST_0717
ACC_00599,Business,CUST_0052
ACC_00600,Current,CUST_1708
ACC_00601,Current,CUST_1167
ACC_00602,Current,CUST_0717
ACC_00603,Business,CUST_1880
ACC_00604,Current,CUST_0601
ACC_00605,Salary,CUST_0966
ACC_00606,Salary,CUST_0446
ACC_00607,Salary,CUST_0687
ACC_00608,Business,CUST_0631
ACC_00609,Savings,CUST_0287
ACC_00610,Salary,CUST_0011
ACC_00611,Savings,CUST_1925
ACC_00612,Savings,CUST_0054
ACC_00613,Current,CUST_0427
ACC_00614,Current,CUST_1679
ACC_00615,Salary,CUST_1833
ACC_00616,Current,CUST_0378
ACC_00617,Salary,CUST_1443
ACC_00618,Savings,CUST_1340
ACC_00619,Savings,CUST_1234
ACC_00620,Savings,CUST_1901
ACC_00621,Current,CUST_0448
ACC_00622,Savings,CUST_0300
ACC_00623,Savings,CUST_0436
ACC_00624,Savings,CUST_0143
ACC_00625,Current,CUST_1484
ACC_00626,Savings,CUST_1544
ACC_00627,Savings,CUST_0536
ACC_00628,Savings,CUST_1590
ACC_00629,Business,CUST_1840
ACC_00630,Salary,CUST_1758
ACC_00631,Salary,CUST_1349
ACC_00632,Savings,CUST_1684
ACC_00633,Savings,CUST_1985
ACC_00634,Current,CUST_1571
ACC_00635,Savings,CUST_0223
ACC_00636,Savings,CUST_1521
ACC_00637,Current,CUST_1942
ACC_00638,Salary,CUST_1883
ACC_00639,Savings,CUST_1204
ACC_00640,Current,CUST_1326
ACC_00641,Current,CUST_1639
ACC_00642,Savings,CUST_0471
ACC_00643,Salary,CUST_0680
ACC_00644,Current,CUST_1419
ACC_00645,Savings,CUST_1656
ACC_00646,Savings,CUST_1539
ACC_00647,Current,CUST_0352
ACC_00648,Savings,CUST_1582
ACC_00649,Savings,CUST_0024
ACC_00650,Current,CUST_1143
ACC_00651,Current,CUST_1290
ACC_00652,Current,CUST_1308
ACC_00653,Salary,CUST_0755
ACC_00654,Current,CUST_0184
ACC_00655,Savings,CUST_0138
ACC_00656,Savings,CUST_1795
ACC_00657,Current,CUST_0694
ACC_00658,Current,CUST_0809
ACC_00659,Savings,CUST_1569
ACC_00660,Business,CUST_0449
ACC_00661,Current,CUST_1818
ACC_00662,Salary,CUST_1803
ACC_00663,Current,CUST_1563
ACC_00664,Current,CUST_1711
ACC_00665,Savings,CUST_1856
ACC_00666,Savings,CUST_0365
ACC_00667,Savings,CUST_0828
ACC_00668,Savings,CUST_1661
ACC_00669,Current,CUST_0588
ACC_00670,Savings,CUST_0321
ACC_00671,Savings,CUST_0766
ACC_00672,Savings,CUST_0300
ACC_00673,Savings,CUST_1784
ACC_00674,Savings,CUST_0272
ACC_00675,Savings,CUST_0452
ACC_00676,Savings,CUST_1188
ACC_00677,Salary,CUST_1718
ACC_00678,Savings,CUST_0284
ACC_00679,Savings,CUST_0026
ACC_00680,Current,CUST_1075
ACC_00681,Savings,CUST_0162
ACC_00682,Savings,CUST_0489
ACC_00683,Current,CUST_0854
ACC_00684,Salary,CUST_1058
ACC_00685,Savings,CUST_0512
ACC_00686,Current,CUST_1354
ACC_00687,Savings,CUST_1089
ACC_00688,Savings,CUST_1930
ACC_00689,Current,CUST_1254
ACC_00690,Current,CUST_0379
ACC_00691,Salary,CUST_0166
ACC_00692,Savings,CUST_0197
ACC_00693,Savings,CUST_0013
ACC_00694,Savings,CUST_1094
ACC_00695,Savings,CUST_1063
ACC_00696,Salary,CUST_1166
ACC_00697,Savings,CUST_1672
ACC_00698,Current,CUST_0177
ACC_00699,Savings,CUST_0382
ACC_00700,Savings,CUST_1734
ACC_00701,Savings,CUST_1565
ACC_00702,Current,CUST_0884
ACC_00703,Savings,CUST_0885
ACC_00704,Savings,CUST_1944
ACC_00705,Current,CUST_1327
ACC_00706,Savings,CUST_1775
ACC_00707,Salary,CUST_1425
ACC_00708,Savings,CUST_1188
ACC_00709,Current,CUST_0189
ACC_00710,Salary,CUST_1591
ACC_00711,Savings,CUST_0825
ACC_00712,Savings,CUST_0105
ACC_00713,Current,CUST_0091
ACC_00714,Savings,CUST_0143
ACC_00715,Savings,CUST_0724
ACC_00716,Savings,CUST_0915
ACC_00717,Savings,CUST_0454
ACC_00718,Salary,CUST_1906
ACC_00719,Savings,CUST_1525
ACC_00720,Current,CUST_0621
ACC_00721,Current,CUST_0894
ACC_00722,Current,CUST_1363
ACC_00723,Savings,CUST_0942
ACC_00724,Savings,CUST_0776
ACC_00725,Savings,CUST_1298
ACC_00726,Current,CUST_0207
ACC_00727,Salary,CUST_0070
ACC_00728,Savings,CUST_0213
ACC_00729,Savings,CUST_1459
ACC_00730,Savings,CUST_0036
ACC_00731,Current,CUST_0891
ACC_00732,Savings,CUST_1026
ACC_00733,Savings,CUST_1608
ACC_00734,Savings,CUST_1962
ACC_00735,Current,CUST_0854
ACC_00736,Savings,CUST_1482
ACC_00737,Savings,CUST_1679
ACC_00738,Current,CUST_1134
ACC_00739,Current,CUST_1736
ACC_00740,Savings,CUST_1315
ACC_00741,Savings,CUST_1184
ACC_00742,Savings,CUST_1868
ACC_00743,Savings,CUST_0374
ACC_00744,Current,CUST_0587
ACC_00745,Savings,CUST_1059
ACC_00746,Savings,CUST_0463
ACC_00747,Savings,CUST_1154
ACC_00748,Savings,CUST_1338
ACC_00749,Current,CUST_1017
ACC_00750,Current,CUST_1078
ACC_00751,Current,CUST_0088
ACC_00752,Savings,CUST_1158
ACC_00753,Savings,CUST_1111
ACC_00754,Current,CUST_0090
ACC_00755,Current,CUST_0331
ACC_00756,Savings,CUST_0144
ACC_00757,Current,CUST_0210
ACC_00758,Savings,CUST_0178
ACC_00759,Current,CUST_0632
ACC_00760,Savings,CUST_1704
ACC_00761,Savings,CUST_1303
ACC_00762,Savings,CUST_1082
ACC_00763,Savings,CUST_1365
ACC_00764,Savings,CUST_1989
ACC_00765,Current,CUST_0030
ACC_00766,Current,CUST_1461
ACC_00767,Salary,CUST_0409
ACC_00768,Savings,CUST_0396
ACC_00769,Business,CUST_1465
ACC_00770,Current,CUST_0621
ACC_00771,Salary,CUST_1848
ACC_00772,Savings,CUST_0561
ACC_00773,Business,CUST_0199
ACC_00774,Savings,CUST_0998
ACC_00775,Current,CUST_0103
ACC_00776,Current,CUST_0299
ACC_00777,Salary,CUST_0606
ACC_00778,Savings,CUST_0794
ACC_00779,Savings,CUST_1604
ACC_00780,Savings,CUST_0656
ACC_00781,Savings,CUST_0222
ACC_00782,Savings,CUST_1262
ACC_00783,Current,CUST_0424
ACC_00784,Savings,CUST_1940
ACC_00785,Savings,CUST_1600
ACC_00786,Savings,CUST_0730
ACC_00787,Current,CUST_0593
ACC_00788,Savings,CUST_1894
ACC_00789,Current,CUST_0419
ACC_00790,Savings,CUST_1892
ACC_00791,Savings,CUST_1153
ACC_00792,Savings,CUST_0118
