account_id,customer_id,account_type,status,open_date,close_date
89,89,Checking,Active,2023-03-12,
90,90,Savings,Active,2022-02-02,
91,91,Savings,Active,2021-10-11,
92,92,Checking,Active,2022-02-01,
93,93,Checking,Active,2022-01-18,
94,94,Savings,Active,2023-10-27,
95,95,Savings,Active,2021-09-13,
96,96,Checking,Active,2023-10-04,
97,97,Checking,Active,2023-10-27,
98,98,Savings,Active,2022-11-25,
99,99,Checking,Active,2022-03-03,
100,100,Savings,Active,2022-11-11,
101,101,Checking,Active,2022-04-21,
102,102,Savings,Closed,2023-03-16,2024-05-13
103,103,Checking,Active,2022-01-17,
104,104,Checking,Active,2021-05-04,
105,105,Checking,Active,2023-04-05,
106,106,Checking,Active,2023-09-13,
107,107,Savings,Active,2023-02-17,
108,108,Savings,Active,2022-06-08,
109,109,Checking,Active,2022-07-01,
110,110,Checking,Active,2022-04-16,
111,111,Checking,Active,2021-06-11,
112,112,Savings,Active,2022-01-21,
113,113,Savings,Active,2020-12-31,
114,114,Checking,Active,2022-01-16,
115,115,Checking,Active,2021-02-26,
116,116,Savings,Active,2022-04-18,
117,117,Savings,Active,2022-09-14,
118,118,Savings,Active,2023-08-12,
119,119,Checking,Active,2021-11-29,
120,120,Savings,Active,2022-11-10,
121,121,Checking,Active,2021-09-24,
122,122,Savings,Active,2021-09-05,
123,123,Savings,Active,2023-02-10,
124,124,Checking,Active,2021-12-22,
125,125,Checking,Active,2023-03-19,
126,126,Savings,Active,2023-10-13,
127,127,Savings,Active,2021-12-22,
128,128,Savings,Active,2021-05-28,
129,129,Savings,Active,2021-04-14,
130,130,Checking,Active,2023-06-10,
131,131,Checking,Active,2023-04-26,
132,132,Savings,Active,2021-11-02,
133,133,Checking,Active,2021-11-07,
134,134,Checking,Active,2021-01-13,
135,135,Checking,Active,2023-09-02,
136,136,Checking,Active,2023-01-29,
137,137,Savings,Active,2021-10-12,
138,138,Checking,Active,2023-07-15,
139,139,Savings,Active,2021-10-23,
140,140,Checking,Active,2021-01-16,
141,141,Checking,Active,2021-03-31,
142,142,Checking,Active,2022-07-31,
143,143,Savings,Active,2022-03-24,
144,144,Checking,Active,2022-10-30,
145,145,Savings,Active,2021-04-01,
146,146,Checking,Active,2023-09-20,
147,147,Checking,Active,2021-05-28,
148,148,Savings,Active,2020-11-04,
149,149,Savings,Active,2023-02-28,
150,150,Checking,Active,2021-06-29,
151,151,Savings,Active,2022-07-21,
152,152,Checking,Active,2023-08-07,
153,153,Checking,Active,2022-11-04,
154,154,Savings,Active,2022-11-07,
155,155,Checking,Active,2023-08-03,
156,156,Savings,Active,2021-09-01,
157,157,Checking,Active,2022-01-16,
158,158,Checking,Active,2022-03-09,
159,159,Checking,Active,2022-01-13,
160,160,Savings,Active,2023-07-27,
161,161,Checking,Active,2021-01-26,
162,162,Savings,Active,2021-03-14,
163,163,Savings,Active,2023-08-06,
164,164,Checking,Active,2023-04-06,
165,165,Savings,Active,2021-10-22,
166,166,Checking,Active,2023-02-05,
167,167,Checking,Active,2020-12-23,
168,168,Checking,Active,2021-07-25,
169,169,Checking,Active,2022-08-07,
170,170,Savings,Active,2021-07-27,
171,171,Savings,Active,2020-12-22,
172,172,Checking,Active,2022-07-05,
173,173,Savings,Active,2022-12-05,
174,174,Savings,Active,2021-08-12,
175,175,Checking,Active,2022-01-19,
176,176,Savings,Active,2020-12-24,
177,177,Checking,Active,2020-11-10,
178,178,Checking,Active,2022-02-02,
179,179,Checking,Active,2023-03-28,
180,180,Savings,Active,2023-05-21,
181,181,Checking,Active,2021-04-11,
182,182,Savings,Closed,2022-03-31,2023-06-16
183,183,Checking,Active,2022-10-02,
184,184,Checking,Active,2023-07-20,
185,185,Checking,Active,2023-02-17,
186,186,Checking,Active,2023-01-19,
187,187,Checking,Active,2022-12-03,
188,188,Savings,Active,2021-05-23,
189,189,Checking,Active,2022-12-19,
190,190,Checking,Active,2022-10-24,
191,191,Checking,Active,2021-12-24,
192,192,Checking,Active,2021-08-22,
193,193,Savings,Active,2021-04-19,
194,194,Savings,Closed,2022-03-24,2022-12-01
195,195,Checking,Active,2022-10-09,
196,196,Savings,Closed,2023-07-31,2024-09-02
197,197,Checking,Active,2021-08-12,
198,198,Savings,Active,2020-11-17,
199,199,Checking,Active,2022-04-03,
200,200,Checking,Active,2022-01-28,
201,201,Savings,Active,2023-03-28,
202,202,Checking,Active,2023-09-09,
203,203,Checking,Active,2021-08-23,
204,204,Savings,Active,2021-07-26,
205,205,Savings,Closed,2023-06-03,2025-02-21
206,206,Checking,Active,2022-08-22,
207,207,Checking,Active,2023-01-05,
208,208,Savings,Closed,2022-03-20,2022-08-01
209,209,Savings,Active,2022-07-11,
210,210,Checking,Closed,2023-09-01,2024-01-27
211,211,Savings,Active,2021-08-10,
212,212,Checking,Active,2021-06-02,
213,213,Savings,Active,2022-11-07,
214,214,Checking,Active,2022-03-13,
215,215,Savings,Active,2021-11-16,
216,216,Checking,Active,2020-11-06,
217,217,Savings,Active,2021-12-06,
218,218,Savings,Active,2022-06-14,
219,219,Checking,Active,2021-10-27,
220,220,Checking,Active,2022-09-20,
221,221,Checking,Active,2021-12-15,
222,222,Savings,Active,2022-03-23,
223,223,Savings,Closed,2022-02-08,2024-07-31
224,224,Checking,Active,2023-04-04,
225,225,Savings,Active,2020-11-13,
226,226,Savings,Active,2021-12-07,
227,227,Checking,Active,2023-08-08,
228,228,Checking,Closed,2022-05-08,2025-04-18
229,229,Savings,Active,2021-10-29,
230,230,Checking,Active,2021-01-31,
231,231,Savings,Active,2023-08-30,
232,232,Savings,Active,2021-04-28,
233,233,Checking,Active,2022-10-19,
234,234,Checking,Active,2022-02-15,
235,235,Savings,Active,2021-07-02,
236,236,Checking,Active,2022-07-18,
237,237,Checking,Closed,2023-09-27,2024-10-21
238,238,Checking,Active,2023-10-24,
239,239,Checking,Active,2022-02-22,
240,240,Checking,Active,2023-10-04,
241,241,Checking,Active,2021-04-27,
242,242,Checking,Active,2023-07-16,
243,243,Checking,Active,2022-01-28,
244,244,Checking,Active,2022-05-20,
245,245,Savings,Active,2023-06-08,
246,246,Savings,Active,2021-10-05,
247,247,Checking,Active,2021-10-02,
248,248,Checking,Active,2021-05-22,
249,249,Savings,Active,2022-11-08,
250,250,Checking,Active,2021-06-21,
251,251,Checking,Active,2022-10-03,
252,252,Checking,Active,2023-05-25,
253,253,Checking,Active,2022-05-30,
254,254,Savings,Active,2022-08-03,
255,255,Savings,Active,2023-10-22,
256,256,Savings,Active,2023-02-27,
257,257,Savings,Closed,2022-10-28,2025-02-09
258,258,Checking,Active,2023-08-24,
259,259,Savings,Active,2021-10-01,
260,260,Savings,Active,2021-11-15,
261,261,Checking,Active,2023-09-18,
262,262,Savings,Active,2023-05-10,
263,263,Savings,Active,2021-03-03,
264,264,Savings,Active,2023-01-21,
265,265,Savings,Active,2022-09-20,
266,266,Checking,Active,2023-01-25,
267,267,Checking,Active,2023-10-25,
268,268,Checking,Active,2022-05-12,
269,269,Checking,Active,2021-02-25,
270,270,Savings,Active,2023-03-22,
271,271,Checking,Active,2021-04-19,
272,272,Checking,Active,2021-01-30,
273,273,Checking,Active,2023-02-24,
274,274,Checking,Active,2022-12-21,
275,275,Checking,Active,2021-09-06,
276,276,Savings,Closed,2023-04-04,2025-07-15
277,277,Savings,Active,2021-06-16,
278,278,Checking,Active,2021-07-09,
279,279,Checking,Active,2022-03-20,
280,280,Savings,Active,2023-01-13,
281,281,Checking,Active,2022-09-13,
282,282,Savings,Closed,2021-04-25,2023-01-23
283,283,Checking,Active,2023-04-20,
284,284,Checking,Active,2022-11-25,
285,285,Savings,Active,2021-03-17,
286,286,Checking,Active,2022-12-28,
287,287,Checking,Active,2022-09-19,
288,288,Savings,Active,2021-01-21,
289,289,Savings,Active,2022-10-01,
290,290,Checking,Active,2021-05-19,
291,291,Checking,Active,2023-01-02,
292,292,Savings,Active,2022-08-03,
293,293,Savings,Active,2022-10-06,
294,294,Savings,Active,2023-03-22,
295,295,Checking,Active,2021-01-24,
296,296,Checking,Active,2023-03-14,
297,297,Checking,Active,2022-10-15,
298,298,Checking,Active,2023-09-07,
299,299,Checking,Active,2022-02-17,
300,300,Savings,Active,2020-11-29,
301,301,Checking,Active,2022-07-04,
302,302,Savings,Active,2021-11-26,
303,303,Savings,Active,2020-10-31,
304,304,Savings,Active,2021-09-30,
305,305,Savings,Active,2023-04-13,
306,306,Savings,Active,2021-02-17,
307,307,Savings,Active,2021-01-05,
308,308,Checking,Active,2022-08-16,
309,309,Savings,Active,2022-04-15,
310,310,Savings,Active,2023-10-20,
311,311,Checking,Active,2021-02-03,
312,312,Checking,Active,2023-02-14,
313,313,Checking,Active,2021-01-28,
314,314,Savings,Active,2021-02-11,
315,315,Savings,Active,2022-10-30,
316,316,Savings,Active,2020-12-15,
317,317,Savings,Active,2022-01-15,
318,318,Checking,Active,2022-07-24,
319,319,Checking,Active,2021-08-02,
320,320,Checking,Active,2021-05-25,
321,321,Checking,Active,2023-07-20,
322,322,Savings,Active,2023-07-27,
323,323,Checking,Active,2022-08-11,
324,324,Checking,Active,2022-05-31,
325,325,Savings,Active,2022-06-13,
326,326,Checking,Active,2022-09-23,
327,327,Checking,Active,2022-06-05,
328,328,Checking,Active,2022-06-02,
329,329,Checking,Active,2021-02-28,
330,330,Checking,Active,2023-09-22,
331,331,Savings,Active,2023-08-21,
332,332,Checking,Active,2023-02-11,
333,333,Savings,Active,2021-05-21,
334,334,Checking,Active,2023-08-08,
335,335,Checking,Active,2022-04-20,
336,336,Savings,Active,2021-04-29,
337,337,Checking,Active,2021-07-31,
338,338,Checking,Active,2023-02-08,
339,339,Checking,Active,2022-06-29,
340,340,Checking,Active,2023-01-26,
341,341,Checking,Active,2021-05-12,
342,342,Checking,Active,2021-10-07,
343,343,Savings,Active,2020-11-01,
344,344,Savings,Active,2020-12-01,
345,345,Checking,Active,2022-02-02,
346,346,Savings,Active,2022-10-16,
347,347,Savings,Active,2023-09-08,
348,348,Savings,Active,2023-02-19,
349,349,Checking,Active,2022-08-16,
350,350,Checking,Active,2023-01-31,
351,351,Checking,Active,2022-06-08,
352,352,Savings,Active,2021-10-18,
353,353,Savings,Active,2021-11-15,
354,354,Savings,Active,2022-10-12,
355,355,Checking,Active,2022-04-17,
356,356,Checking,Closed,2021-06-24,2023-10-28
357,357,Savings,Active,2021-08-15,
358,358,Checking,Active,2021-04-20,
359,359,Savings,Active,2020-12-16,
360,360,Checking,Active,2023-08-18,
361,361,Checking,Active,2022-08-09,
362,362,Checking,Closed,2023-06-09,2023-07-03
363,363,Savings,Active,2021-11-04,
364,364,Checking,Active,2021-09-12,
365,365,Savings,Closed,2021-02-08,2021-12-18
366,366,Savings,Active,2023-05-07,
367,367,Checking,Active,2020-12-18,
368,368,Checking,Active,2022-09-20,
369,369,Checking,Active,2023-05-13,
370,370,Savings,Closed,2023-09-05,2023-11-19
371,371,Checking,Active,2021-11-11,
372,372,Checking,Active,2021-01-03,
373,373,Savings,Active,2022-07-13,
374,374,Checking,Active,2022-09-08,
375,375,Checking,Active,2021-10-26,
376,376,Checking,Active,2023-02-12,
377,377,Checking,Active,2021-09-29,
378,378,Savings,Active,2021-01-22,
379,379,Savings,Active,2021-06-01,
380,380,Checking,Active,2022-12-18,
381,381,Checking,Active,2022-01-19,
382,382,Checking,Active,2021-10-25,
383,383,Checking,Active,2023-04-09,
384,384,Checking,Active,2022-03-06,
385,385,Checking,Active,2023-04-12,
386,386,Checking,Active,2023-05-13,
387,387,Savings,Active,2023-09-06,
388,388,Savings,Closed,2022-03-09,2023-03-12
389,389,Savings,Active,2022-02-07,
390,390,Checking,Active,2021-06-06,
391,391,Checking,Active,2023-08-18,
392,392,Checking,Active,2023-01-14,
393,393,Checking,Active,2021-10-05,
394,394,Checking,Active,2022-07-31,
395,395,Checking,Active,2022-02-05,
396,396,Checking,Active,2021-12-28,
397,397,Checking,Active,2021-01-29,
398,398,Checking,Active,2023-03-10,
399,399,Checking,Active,2023-05-04,
400,400,Savings,Active,2021-07-26,
401,401,Checking,Active,2023-06-26,
402,402,Checking,Active,2023-09-16,
403,403,Savings,Active,2022-08-21,
404,404,Savings,Active,2023-03-09,
405,405,Savings,Active,2022-12-05,
406,406,Checking,Active,2021-01-07,
407,407,Checking,Active,2022-04-15,
408,408,Savings,Active,2023-07-23,
409,409,Checking,Closed,2023-09-04,2025-04-18
410,410,Checking,Active,2023-01-19,
411,411,Checking,Active,2022-03-06,
412,412,Savings,Active,2023-10-13,
413,413,Checking,Active,2022-08-04,
414,414,Savings,Active,2022-07-23,
415,415,Checking,Active,2021-06-15,
416,416,Checking,Active,2022-02-04,
417,417,Checking,Active,2022-06-03,
418,418,Checking,Active,2021-08-08,
419,419,Savings,Active,2023-02-09,
420,420,Checking,Active,2022-11-01,
421,421,Checking,Active,2021-11-05,
422,422,Checking,Active,2021-10-12,
423,423,Checking,Active,2022-02-06,
424,424,Checking,Active,2021-06-08,
425,425,Savings,Active,2022-10-16,
426,426,Savings,Active,2021-01-24,
427,427,Checking,Active,2023-03-19,
428,428,Checking,Active,2022-07-30,
429,429,Savings,Closed,2022-08-05,2024-12-17
430,430,Savings,Active,2023-01-28,
431,431,Checking,Active,2021-05-23,
432,432,Checking,Active,2022-06-22,
433,433,Savings,Active,2021-11-08,
434,434,Checking,Active,2021-11-27,
435,435,Checking,Active,2021-09-07,
436,436,Checking,Active,2022-03-24,
437,437,Savings,Active,2023-07-28,
438,438,Checking,Active,2021-02-26,
439,439,Checking,Active,2022-09-25,
440,440,Checking,Active,2022-05-26,
441,441,Checking,Active,2021-03-19,
442,442,Checking,Active,2023-02-06,
443,443,Checking,Active,2021-08-18,
444,444,Checking,Active,2021-01-15,
445,445,Checking,Active,2021-12-18,
446,446,Checking,Active,2022-06-04,
447,447,Checking,Active,2023-09-08,
448,448,Savings,Active,2023-05-24,
449,449,Checking,Active,2023-05-21,
450,450,Checking,Active,2020-12-27,
451,451,Checking,Active,2021-02-17,
452,452,Checking,Active,2021-08-15,
453,453,Checking,Active,2023-04-27,
454,454,Savings,Active,2023-09-05,
455,455,Checking,Active,2023-03-14,
456,456,Checking,Active,2021-09-29,
457,457,Checking,Active,2022-11-10,
458,458,Savings,Active,2021-09-16,
459,459,Checking,Active,2022-03-28,
460,460,Checking,Active,2022-02-09,
461,461,Savings,Active,2020-11-19,
462,462,Savings,Active,2021-09-21,
463,463,Checking,Active,2021-08-18,
464,464,Checking,Active,2021-04-27,
465,465,Savings,Active,2022-11-09,
466,466,Checking,Active,2021-11-07,
467,467,Savings,Active,2023-10-12,
468,468,Savings,Active,2023-05-23,
469,469,Savings,Closed,2023-10-25,2024-03-31
470,470,Savings,Active,2022-07-05,
471,471,Checking,Active,2021-11-02,
472,472,Savings,Closed,2023-03-03,2024-07-14
473,473,Savings,Active,2022-01-09,
474,474,Checking,Active,2022-06-10,
475,475,Checking,Active,2022-10-21,
476,476,Checking,Active,2023-02-02,
477,477,Checking,Active,2023-07-31,
478,478,Checking,Active,2022-05-08,
479,479,Checking,Active,2022-02-18,
480,480,Checking,Active,2021-12-07,
481,481,Savings,Active,2022-05-08,
482,482,Checking,Active,2023-01-01,
483,483,Checking,Active,2022-12-08,
484,484,Checking,Active,2022-10-20,
485,485,Checking,Active,2021-03-29,
486,486,Checking,Active,2022-10-26,
487,487,Checking,Active,2022-03-08,
488,488,Savings,Active,2021-09-07,
489,489,Savings,Active,2022-05-25,
490,490,Checking,Active,2022-02-25,
491,491,Savings,Active,2022-08-01,
492,492,Checking,Active,2021-01-06,
493,493,Savings,Active,2023-03-19,
494,494,Checking,Active,2021-10-05,
495,495,Checking,Active,2021-06-10,
496,496,Checking,Active,2020-11-21,
497,497,Checking,Active,2021-12-06,
498,498,Savings,Active,2023-03-05,
499,499,Checking,Active,2023-04-22,
500,500,Checking,Active,2023-04-14,
501,501,Savings,Active,2022-08-06,
502,502,Savings,Active,2022-01-28,
503,503,Checking,Active,2021-06-20,
504,504,Checking,Active,2021-08-27,
505,505,Checking,Active,2022-03-23,
506,506,Checking,Closed,2021-10-19,2023-06-01
507,507,Savings,Active,2023-03-31,
508,508,Savings,Active,2021-11-12,
509,509,Savings,Active,2022-12-11,
510,510,Savings,Active,2023-03-01,
511,511,Savings,Active,2023-08-09,
512,512,Checking,Active,2023-09-25,
513,513,Checking,Active,2022-04-04,
514,514,Savings,Active,2021-11-30,
515,515,Checking,Active,2022-11-25,
516,516,Checking,Active,2023-07-20,
517,517,Savings,Active,2022-11-28,
518,518,Savings,Closed,2022-10-12,2023-06-30
519,519,Checking,Active,2022-04-27,
520,520,Checking,Active,2021-07-16,
521,521,Checking,Active,2021-06-01,
522,522,Checking,Active,2023-02-23,
523,523,Savings,Active,2022-11-24,
524,524,Savings,Active,2021-08-08,
525,525,Checking,Active,2023-02-16,
526,526,Checking,Active,2023-07-21,
527,527,Checking,Active,2021-01-26,
528,528,Checking,Active,2023-01-18,
529,529,Checking,Active,2020-12-18,
530,530,Savings,Active,2021-02-19,
531,531,Checking,Active,2023-08-31,
532,532,Checking,Closed,2021-01-10,2021-01-29
533,533,Savings,Active,2022-07-29,
534,534,Savings,Active,2021-05-28,
535,535,Checking,Active,2023-07-03,
536,536,Checking,Active,2021-10-21,
537,537,Checking,Active,2021-02-09,
538,538,Checking,Active,2021-06-18,
539,539,Checking,Active,2020-11-10,
540,540,Savings,Active,2021-10-01,
541,541,Checking,Active,2022-12-21,
542,542,Checking,Active,2022-10-05,
543,543,Savings,Active,2022-05-29,
544,544,Savings,Active,2021-01-28,
545,545,Checking,Active,2023-06-13,
546,546,Checking,Active,2023-07-14,
547,547,Savings,Active,2023-08-28,
548,548,Savings,Active,2023-06-11,
549,549,Checking,Active,2022-11-16,
550,550,Checking,Active,2023-08-17,
551,551,Savings,Closed,2022-11-23,2022-12-17
552,552,Checking,Active,2020-11-06,
553,553,Checking,Closed,2023-01-31,2025-06-05
554,554,Checking,Active,2022-07-27,
555,555,Checking,Active,2020-11-14,
556,556,Checking,Active,2020-11-21,
557,557,Checking,Active,2023-01-27,
558,558,Checking,Active,2021-12-27,
559,559,Checking,Active,2023-02-06,
560,560,Checking,Active,2022-01-15,
561,561,Savings,Active,2020-11-22,
562,562,Savings,Active,2022-12-16,
563,563,Checking,Active,2023-10-16,
564,564,Checking,Active,2023-09-09,
565,565,Savings,Active,2022-08-26,
566,566,Checking,Active,2021-08-01,
567,567,Savings,Active,2021-04-11,
568,568,Savings,Active,2021-03-25,
569,569,Savings,Active,2023-01-19,
570,570,Savings,Active,2021-06-15,
571,571,Checking,Active,2021-11-05,
572,572,Savings,Active,2021-08-21,
573,573,Checking,Active,2023-06-16,
574,574,Savings,Active,2023-01-22,
575,575,Savings,Active,2021-11-23,
576,576,Checking,Active,2022-04-30,
577,577,Savings,Active,2021-12-16,
578,578,Checking,Active,2022-07-05,
579,579,Checking,Active,2021-02-26,
580,580,Checking,Active,2022-05-29,
581,581,Savings,Active,2022-07-19,
582,582,Checking,Active,2022-10-10,
583,583,Checking,Active,2023-03-23,
584,584,Savings,Active,2021-11-08,
585,585,Savings,Active,2023-10-15,
586,586,Checking,Closed,2021-10-12,2023-01-20
587,587,Checking,Active,2023-09-24,
588,588,Checking,Active,2021-03-01,
589,589,Checking,Active,2023-08-08,
590,590,Checking,Active,2023-08-02,
591,591,Checking,Active,2020-12-15,
592,592,Checking,Active,2021-03-21,
593,593,Checking,Active,2022-07-18,
594,594,Checking,Active,2022-06-08,
595,595,Checking,Active,2022-06-04,
596,596,Savings,Active,2023-03-04,
597,597,Checking,Active,2022-11-05,
598,598,Savings,Active,2021-01-22,
599,599,Checking,Active,2023-07-13,
600,600,Checking,Active,2020-11-10,
601,601,Checking,Active,2023-10-23,
602,602,Savings,Active,2021-07-20,
603,603,Savings,Active,2021-03-04,
604,604,Savings,Active,2022-12-12,
605,605,Savings,Active,2022-09-01,
606,606,Checking,Active,2023-07-25,
607,607,Checking,Active,2022-03-25,
608,608,Checking,Active,2023-03-25,
609,609,Checking,Active,2021-03-24,
610,610,Checking,Active,2023-01-25,
611,611,Checking,Active,2021-01-01,
612,612,Checking,Active,2021-10-18,
613,613,Savings,Active,2021-09-20,
614,614,Savings,Active,2023-10-07,
615,615,Checking,Active,2023-03-26,
616,616,Savings,Active,2022-11-04,
617,617,Checking,Active,2021-12-22,
618,618,Checking,Active,2021-01-07,
619,619,Checking,Active,2021-02-19,
620,620,Checking,Active,2023-09-25,
621,621,Checking,Closed,2022-01-05,2024-04-27
622,622,Checking,Active,2023-03-21,
623,623,Savings,Active,2023-08-15,
624,624,Checking,Closed,2020-12-17,2022-06-27
625,625,Savings,Closed,2022-02-27,2022-03-23
626,626,Savings,Active,2021-09-13,
627,627,Checking,Active,2023-04-26,
628,628,Checking,Active,2021-06-07,
629,629,Checking,Active,2022-07-07,
630,630,Checking,Active,2021-02-23,
631,631,Savings,Closed,2022-02-03,2022-10-13
632,632,Savings,Active,2023-03-22,
633,633,Checking,Active,2021-11-04,
634,634,Checking,Active,2023-03-26,
635,635,Savings,Active,2022-06-23,
636,636,Checking,Active,2023-09-13,
637,637,Savings,Active,2023-02-13,
638,638,Checking,Closed,2022-03-26,2023-11-12
639,639,Checking,Active,2021-06-01,
640,640,Checking,Active,2023-10-02,
641,641,Checking,Active,2021-02-25,
642,642,Checking,Active,2022-12-13,
643,643,Savings,Active,2022-04-17,
644,644,Checking,Active,2021-01-18,
645,645,Checking,Active,2021-03-27,
646,646,Checking,Active,2022-09-05,
647,647,Savings,Active,2021-10-22,
648,648,Checking,Active,2021-02-22,
649,649,Checking,Active,2022-04-09,
650,650,Checking,Active,2023-05-25,
651,651,Checking,Active,2023-06-07,
652,652,Savings,Active,2023-05-10,
653,653,Checking,Active,2022-07-05,
654,654,Checking,Active,2022-03-18,
655,655,Checking,Active,2020-12-12,
656,656,Savings,Active,2023-07-09,
657,657,Savings,Active,2021-12-25,
658,658,Checking,Closed,2022-09-26,2024-10-27
659,659,Checking,Active,2021-10-16,
660,660,Savings,Active,2022-05-02,
661,661,Checking,Active,2023-03-05,
662,662,Checking,Active,2022-06-02,
663,663,Checking,Active,2022-08-28,
664,664,Checking,Active,2021-08-11,
665,665,Checking,Active,2023-09-17,
666,666,Checking,Active,2023-04-25,
667,667,Checking,Active,2023-08-19,
668,668,Checking,Closed,2022-06-09,2022-10-20
669,669,Savings,Closed,2023-06-14,2024-09-14
670,670,Savings,Active,2021-11-13,
671,671,Checking,Active,2021-02-18,
672,672,Savings,Active,2021-03-03,
673,673,Savings,Closed,2021-12-17,2022-08-13
674,674,Checking,Active,2022-06-09,
675,675,Checking,Active,2023-07-08,
676,676,Checking,Active,2021-06-23,
677,677,Checking,Active,2022-06-24,
678,678,Checking,Active,2022-03-02,
679,679,Checking,Active,2022-05-10,
680,680,Savings,Active,2021-04-10,
681,681,Checking,Active,2021-03-18,
682,682,Savings,Active,2020-11-04,
683,683,Checking,Active,2022-02-17,
684,684,Checking,Active,2022-09-17,
685,685,Checking,Active,2022-05-09,
686,686,Checking,Active,2021-12-20,
687,687,Checking,Active,2021-04-03,
688,688,Checking,Active,2021-05-20,
689,689,Savings,Active,2021-03-11,
690,690,Checking,Closed,2021-08-14,2023-06-14
691,691,Checking,Active,2022-09-24,
692,692,Savings,Active,2023-03-11,
693,693,Checking,Active,2023-03-07,
694,694,Savings,Active,2023-01-01,
695,695,Checking,Active,2022-07-22,
696,696,Savings,Active,2021-04-05,
697,697,Savings,Active,2020-12-06,
698,698,Savings,Active,2021-03-15,
699,699,Savings,Active,2022-04-29,
700,700,Checking,Active,2023-03-06,
701,701,Checking,Active,2021-03-20,
702,702,Checking,Active,2023-05-12,
703,703,Checking,Active,2023-05-14,
704,704,Checking,Active,2022-03-14,
705,705,Savings,Active,2022-06-17,
706,706,Checking,Active,2020-11-15,
707,707,Savings,Active,2022-01-23,
708,708,Savings,Active,2022-07-31,
709,709,Savings,Active,2022-06-21,
710,710,Savings,Active,2021-03-07,
711,711,Savings,Active,2023-03-15,
712,712,Savings,Active,2021-11-08,
713,713,Checking,Closed,2023-04-03,2025-06-20
714,714,Savings,Active,2021-07-17,
715,715,Checking,Active,2023-09-26,
716,716,Checking,Closed,2022-06-10,2023-02-28
717,717,Checking,Closed,2021-05-30,2023-09-12
